place_name,place_info,corpus,"coordinates (y, x)",query,
pm주차장6,공대(공과대학) 5호관 지쿠터 주차장,"공대(공과대학) 5호관 옆에 지쿠터 주차장이 있습니다. 
공대 5호관 인근 지쿠터 주차장은 중앙도서관과 가깝습니다. 
공대(공과대학) 5호관 근처의 지쿠터 주차장에서 지쿠터가 필요한 사람들은 찾아서 사용할 수 있습니다. 
공대(공과대학) 5호관 지쿠터 주차장은 다른 공대들과 가깝지 않습니다.","35.847326, 127.131654","공대 5호관 앞 지쿠터 주차장으로 음식을 배달해 주세요.
공대 5호관 앞 흡연 정자 주변 지쿠터 주차장에서 친구를 만나려고 합니다. 그곳을 어떻게 찾을 수 있나요?
공대 5호관 앞 지쿠터 주차장 근처 공대 편의점으로 물건을 보내려고 합니다. 정확한 위치를 알려주실 수 있나요?
공대 5호관 정문 앞 지쿠터 주차장에서 소포를 받으려고 합니다. 여기는 어디인가요?
공대 5호관 근처 지쿠터 주차장의 위치는 어디인가요?
공대 5호관 앞 지쿠터 주차장 근처에서 손님을 기다리고 있습니다. 여기의 정확한 위치는 말해주세요.
공대 5호관 앞 지쿠터 주차장으로 와주세요.
공대 5호관 앞 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
공대 5호관 앞 지쿠터 주차장에서 만나요.
공대 5호관 앞 지쿠터 주차장에서 내일 만나기로 했습니다. 이곳은 어디인가요?",
pm주차장7,공대(공과대학) 6호관 정문 지쿠터 주차장,"공대(공과대학) 6호관 정문 앞에 지쿠터 주차장이 있습니다. 
지쿠터로 가득한 공대(공과대학) 6호관 정문 주차장 앞에는 정자와 벤치가 있습니다. 
공대(공과대학) 6호관 정문 인근의 지쿠터 주차장 옆에는 보건소가 있습니다. 
공대(공과대학) 6호관 정문 바로 앞에 위치한 지쿠터 주차장 앞에서 흡연하는 학생들이 많습니다.","35.8468, 127.1345","공대 6호관 정문 앞 지쿠터 주차장은 어디에 있나요?
공대 6호관 정문 앞에 있는 지쿠터 주차장으로 배달해주세요.
공대 6호관 정문 앞 지쿠터 주차장에서 음식을 받기로 했는데 그 곳이 어디인가요?
공대 6호관 정문 지쿠터 주차장에서 친구를 만날 예정인데, 어떻게 찾아갈 수 있을까요?
공대 6호관 정문 앞 지쿠터 주차장의 위치를 정확히 알려주실 수 있나요?
공대 6호관 정문 근처에 있는 지쿠터 주차장에서 모이기로 했습니다.
공대 6호관 정문 앞에 있는 지쿠터 주차장에 지쿠터를 보관해주세요.
공대 6호관 정문 쪽 지쿠터 주차장으로 와주세요.
공대 6호관 정문 앞 지쿠터 주차장의 위치정보를 줘.
공대 6호관 정문 쪽 벤치 주변 지쿠터 주차장을 알려줘.",
pm주차장8,공대(공과대학) 6호관 후문 지쿠터 주차장,"공대(공과대학) 6호관 후문에 지쿠터 주차장이 있습니다. 
공대(공과대학) 6호관 후문 앞의 지쿠터 주차장은 후생관 정문 앞에 위치합니다. 
학생들이 쉽게 접근할 수 있는 공대(공과대학) 6호관 후문 지쿠터 주차장은 사용자가 많습니다. 
공대(공과대학) 6호관 후문 계단 앞에 지쿠터를 주차할 수 있습니다.","35.8471, 127.1343","공대 6호관 후문 지쿠터 주차장으로 배달해주세요.
공대 6호관 후문 앞 지쿠터 주차장이 후생관 정문 앞에 위치해있는지 확인할 수 있을까요?
학생들이 자주 이용하는 공대 6호관 후문 지쿠터 주차장은 어디에 있나요?
공대 6호관 후문 계단 앞에 지쿠터를 주차하시면 됩니다.
공대 6호관 후문 지쿠터 주차장으로 큰 소포를 배달하려고 하는데, 정확한 위치를 알려주실 수 있나요?
공대 6호관 후문 지쿠터 주차장의 위치를 알려주세요.
공대 6호관 후문 지쿠터 주차장에서 손님을 기다리고 있습니다.
공대 6호관 후문 지쿠터 주차장의 위치 정보를 주세요.
공대 6호관 후문 지쿠터 주차장에서 만날 예정인데, 그곳은 어디인가요?
공대 6호관 후문 근처에 있는 지쿠터 주차장에 지쿠터를 보관해주세요.",
pm주차장9,공대(공과대학) 7호관 정문 지쿠터 주차장,"공대(공과대학) 7호관 정문 앞에 지쿠터 주차장이 있습니다. 
공대 7호관 정문 앞 주차장은 교수 주차장 옆에 있습니다. 
공대(공과대학) 7호관 정문 인근의 지쿠터 주차장 근처에 흡연 부스가 있습니다. 
공대(공과대학) 7호관 정문 바로 옆 지쿠터 주차장 근처에 정자가 있습니다.","35.8463, 127.1339","공대 7호관 정문 앞 지쿠터 주차장으로 배달해주세요.
공대 7호관 정문 앞 지쿠터 주차장이 후생관 정문 앞에 위치해있는지 확인할 수 있을까요?
학생들이 자주 이용하는 공대 7호관 정문 앞 지쿠터 주차장은 어디에 있나요?
공대 7호관 정문 앞 계단 앞에 지쿠터를 주차하시면 됩니다.
공대 7호관 정문 앞 지쿠터 주차장으로 큰 소포를 배달하려고 하는데, 정확한 위치를 알려주실 수 있나요?
공대 7호관 정문 앞 지쿠터 주차장의 위치를 알려주세요.
공대 7호관 흡연구역 근처의 지쿠터 주차장으로 와주세요.
공대 7호관 정문 근처 지쿠터 주차장의 위치 정보를 주세요.
공대 7호관 정문 앞 지쿠터 주차장에서 만날 예정인데, 그곳은 어디인가요?
공대 7호관 정문 쪽에 있는 지쿠터 주차장에 지쿠터를 보관해주세요.",
흡연구역1,공대(공과대학) 1호관 정문 흡연구역,"공대(공과대학) 1호관 정문 앞에 흡연구역에서 사람들이 담배를 핍니다.
공대(공과대학) 1호관 정문 앞 흡연구역은 흡연부스도 설치되어 있습니다.
 공대(공과대학) 1호관 정문에 위치한 흡연구역에서는 바위들이 많습니다. 
공대(공과대학) 1호관 정문 인근의 흡연구역은 앞에는 현수막들이 걸려있습니다.","35.8462, 127.1331","공대 1호관 정문 앞 흡연구역으로 배달해주세요.
흡연부스가 설치된 공대 1호관 정문 앞 흡연구역에서 담배를 피세요.
공대 1호관 정문 바위 근처에 있는 흡연구역은 어디인가요?
현수막들이 걸려있는 공대 1호관 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
공대 1호관 정문 앞 흡연구역으로 와주세요.
공대 1호관 흡연부스는 어디있나요?
공대 1호관 정문 인근의 흡연구역을 알려주세요.
공대 1호관 정문 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
공과대학 1호관 정문 앞 흡연구역에서 물건을 받아오기 위해 위치가 필요합니다.
공대 1호관 앞에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역2,공대(공과대학) 6호관 정문 흡연구역,"공대(공과대학) 6호관 정문 앞에 흡연구역에서 사람들이 담배를 핍니다.
공대(공과대학) 6호관 정문 흡연구역에는 정자와 벤치가 있습니다. 
공대(공과대학) 6호관 정문 흡연구역 앞에는 교수 주차장이 있습니다. 
공대(공과대학) 6호관 정문 앞 흡연구역을 지나 공대 7호관으로 이동할 수 있습니다.","35.8467, 127.1342","공대 6호관 정문 앞 흡연구역으로 배달해주세요.
공대 6호관 정문 앞 흡연구역에서 담배를 피세요.
공대 6호관 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 공대 6호관 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
공대 6호관 정문 앞 흡연구역으로 와주세요.
공대 6호관 흡연하는 곳은 어디있나요?
공대 6호관 정문 인근의 흡연구역을 알려주세요.
공대 6호관 정문 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
공과대학 6호관 정문 앞 흡연구역에서 물건을 받아오기 위해 위치가 필요합니다.
공대 6호관 앞에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역3,공대(공과대학) 7호관 흡연구역,"공대(공과대학) 7호관 옆에 흡연구역에서 사람들이 담배를 핍니다. 
공대(공과대학) 7호관 인근의 흡연구역은 공대 비행기 근처에 있습니다. 
공대(공과대학) 7호관 흡연구역은 흡연부스도 설치되어 있습니다. 
공대(공과대학) 7호관 근처 흡연구역 옆에 쓰레기통이 설치되어 있습니다.","35.846279, 127.133760","공대 7호관 옆 흡연구역으로 배달해주세요.
공대 7호관 정문 앞 흡연구역에서 담배를 피세요.
공대 7호관 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 공대 7호관 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
공대 7호관 정문 앞 흡연구역으로 와주세요.
공대 7호관 흡연부스는 어디있나요?
공대 7호관 정문 인근의 흡연구역을 알려주세요.
공대 7호관 정문 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
공과대학 7호관 비행기 근처 흡연구역에서 기다리세요.
공대 7호관 근처에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역4,중앙도서관 앞 흡연구역,"중앙도서관 정문 앞에 흡연구역에서 사람들이 담배를 핍니다.
중앙도서관 앞 흡연구역은 벤치와 정자가 있습니다.
중앙도서관 흡연구역 옆에는 농대로 가는 길이 있습니다. 
중앙도서관 근처 흡연구역에는 자판기가 있습니다.","35.848550, 127.131375","중앙도서관 정문 앞에서 담배를 피고 싶은데 어디에서 펴야할까요?
중앙도서관 정문 앞에 있는 흡연구역으로 가주세요.
중앙도서관 정문 앞 흡연구역은 어디에 있나요?
중앙도서관 흡연구역에서 친구를 만날 예정인데, 어떻게 찾아갈 수 있을까요?
중앙도서관 정문 쪽 흡연구역의 위치를 정확히 알려주실 수 있나요?
중앙도서관에 있는 흡연구역에서 모이기로 했습니다.
중앙도서관 정문 앞 흡연구역을 알려주세요.
중앙도서관 정문 앞 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
중앙도서관 정문 앞 흡연구역에서 만나요.
중앙도서관 정문 앞에서 담배를 필 수 있는 곳을 알려주세요.",
흡연구역5,농대(농생대) 본관 흡연구역,"농대(농생대) 본관 앞에 흡연구역이 있습니다. 
농대(농생대) 본관 인근의 흡연구역에는 정자와 벤치가 있습니다. 
농대(농생대) 본관 근처 흡연구역은 농대 본관으로 들어가는 길에서 오른쪽(우측)에 위치하고 있습니다. 
농대(농생대) 본관 흡연구역에서 사람들이 담배를 핍니다.","35.849272, 127.132622","농대 본관 앞 흡연구역으로 배달해주세요.
농대 본관 앞 흡연구역에서 담배를 피세요.
농대 본관 앞 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 농대 본관 앞 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
농대 본관 앞 흡연구역으로 와주세요.
농대 본관에 담배피는 곳은 어디있나요?
농대 본관 정문 인근의 흡연구역을 알려주세요.
농대 본관 근처의 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
농대 본관 앞 흡연구역에서 물건을 받아오기 위해 위치가 필요합니다.
농대 본관 앞에 담배를 필 수 있는 곳을 알려주세요.",
흡연구역6,농대(농생대) 4호관 흡연구역,"농대(농생대) 4호관 앞에는 흡연구역이 있습니다. 
농대(농생대) 4호관 근처 흡연구역은 제2도서관과 가깝습니다. 
농대(농생대) 4호관 인근의 흡연구역은 정자와 벤치가 있습니다. 
농대(농생대) 4호관 흡연구역에서 사람들이 담배를 핍니다.","35.848205, 127.135893","농대 4호관 앞 흡연구역으로 배달해주세요.
농대 4호관 앞 흡연구역에서 담배를 피세요.
농대 4호관 앞 근처 벤치가 있는 흡연구역이 있나요?
정자가 있는 농대 4호관 앞 정문 인근 흡연구역으로 물건을 주문하고 싶어요.
농대 4호관 앞 흡연구역으로 와주세요.
농대 4호관에 담배피는 곳은 어디있나요?
농대 4호관 정문과 제2도서관 인근의 흡연구역에는 정자가 있다는데 어디인가요?
농대 4호관 근처의 흡연구역에서 기다리고 싶은데, 정확한 위치는 어디인가요?
농대 4호관 앞 흡연구역에서 물건을 전달해주세요.
농대 4호관 앞에 담배를 필 수 있는 곳을 알려주세요.",
공간1,공대(공과대학) 8호관 원형 건물,"공대(공과대학) 8호관 앞에 원형 건물이 있습니다. 
공대 8호관 계단 옆에 원형 부속 건물이 있습니다. 
원형 구조의 공대(공과대학) 8호관 건물은 내부가 투명하게 보입니다. 
공대(공과대학) 8호관의 정문 앞에 건물이 있습니다.","35.8488, 127.1343","공대 8호관 앞에 위치한 원형 건물의 정확한 위치는 어디인가요?
공대 8호관 주변에서 원형 건물을 어떻게 찾을 수 있나요?
공대 8호관 앞 원형 건물로 가려면 어느 방향으로 가야 하나요?
공대 8호관 근처에서 원형 건물에 접근하는 가장 좋은 경로는 무엇인가요?
공대 8호관 정문에서 바라본 원형 건물의 위치를 알려주실 수 있나요?
공대 8호관 근처에 있는 원형 건물은 어느 쪽에 위치하고 있나요?
공대 8호관에서 원형 건물로 음식을 배달해주세요.
공대 8호관 앞의 원형 건물로 물건을 전달하려는데 어디에 있나요?
공대 8호관 근처에서 원형 건물을 방문하려고 하는데, 위치 안내를 받을 수 있나요?
공대 8호관과 가까운 원형 건물은 어디에 자리잡고 있나요?",
공간10,공대(공과대학) 4호관 암석공원,"자연대(자연과학대학) 4호관 앞에 암석공원이 있습니다. 
암석공원, 자연대(자연과학대학) 4호관 근처에 자리 잡은 이곳에는 돌들이 있습니다.
자연대(자연과학대학) 4호관 암석공원 가운데에 길이 있습니다. 
자연대(자연과학대학) 4호관 인근의 암석공원 옆에는 큰 길로 내려가는 계단이 있습니다.","35.848122, 127.133777","자연대 4호관 앞에 있는 암석공원의 정확한 위치는 어디인가요?
자연대 4호관 근처에 돌이 많고 계단이 있는 곳을 알려주세요.
자연대 4호관 암석공원에서 행사를 진행합니다.
자연대 4호관 앞에 돌들이 많고 계단이 있는 곳이 있다는데 어디인가요?
자연대 4호관 근처 암석공원으로 배달해주실 수 있나요?
자연대 4호관 근처 암석공원을 아시나요?
자연대 4호관 암석공원으로 가주세요.
자연대 4호관 암석공원으로 물건을 전달하려는데 어디에 있나요?
자연대 4호관 암석공원을 방문하려고 하는데, 위치 안내를 받을 수 있나요?
자연대 4호관 앞에 있는 암석공원로 모일게요.",
공간2,자연대(자연과학대학) 2호관 부속 건물,"자연대(자연과학대학) 2호관 앞에 부속 건물이 있습니다. 
자연대(자연과학대학) 2호관의 부속 건물은 사용하지 않는 낡은 건물입니다. 
자연대(자연과학대학) 2호관 부속 건물 앞에 있는 골목길에 꽃이 피어있습니다. 
자연대(자연과학대학) 2호관 부속 건물 옆에는 벤치가 있습니다.","35.844909, 127.129086","자연대 2호관 앞에 있는 부속 건물로 음식을 배달해주세요.
자연대 2호관의 낡은 부속 건물 앞에서 친구를 만나려고 합니다. 어디에 있나요?
자연대 2호관 부속 건물 앞 골목길에 피어있는 꽃을 보러 가고 싶습니다. 정확한 위치를 알려주세요.
자연대 2호관 부속 건물 옆 벤치에서 소포를 받으려고 합니다. 여기는 어디인가요?
자연대 2호관 부속 건물로 가주세요.
자연대 2호관 부속 건물 근처에서 손님을 기다리고 있습니다. 여기는 어디인가요?
자연대 2호관 부속 건물의 위치를 제공해주세요.
자연대 2호관 부속 건물에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
자연대 2호관 부속 건물 근처에서 행사를 진행합니다.
자연대 2호관 부속 건물로 모여주세요.",
공간3,중앙도서관 잔디밭,"중앙도서관 앞에 잔디밭이 있습니다. 
중앙도서관 근처 잔디밭에서는 학기 중에 다양한 행사들이 활발하게 이루어집니다.
중앙도서관 인근의 잔디밭에는 커다란 현수막이 걸려있습니다. 
중앙도서관 바로 앞 잔디밭에는 자전거 보관함이 있습니다.
중앙도서관 잔디밭는 학생들이 대규모 행사를 열 때 자주 사용하는 공간입니다. 
중앙도서관 인근의 넓은 잔디밭은 졸업하는 학생들이 자주 사진을 찍는 장소입니다. ","35.848133, 127.130967","중앙도서관 앞에 있는 잔디밭으로 배달해주세요.
중앙도서관 앞 잔디밭에서 친구를 만나려고 합니다. 어디에 있나요?
중앙도서관 앞에 있는 잔디밭의 정확한 위치를 알려주세요.
중앙도서관 앞 잔디밭에서 소포를 받으려고 합니다. 여기는 어디인가요?
중앙도서관 앞에 있는 잔디밭으로 가주세요.
중앙도서관 앞 잔디밭에서 손님을 기다리고 있습니다. 여기는 어디인가요?
중앙도서관에 있는 잔디밭에서 행사를 진행합니다.
중앙도서관에 있는 잔디밭에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
중앙도서관에 있는 잔디밭은 어디를 말하는건가요?
중앙도서관에 근처 잔디밭으로 모여주세요.",
공간3,중앙도서관 공터,"중앙도서관 앞에 공터가 있습니다. 
중앙도서관 공터는 학생들이 대규모 행사를 열 때 자주 사용하는 공간입니다. 
중앙도서관 인근의 넓은 공터는 졸업하는 학생들이 자주 사진을 찍는 장소입니다. 
중앙도서관 인근의 공터에는 커다란 현수막이 걸려있습니다. 
중앙도서관 옆의 공터는 학생들이 자주 산책합니다. 중앙도서관 근처 공터에서는 학기 중에 다양한 행사들이 활발하게 이루어집니다.","35.848133, 127.130967","중앙도서관 앞에 있는 공터로 배달해주세요.
중앙도서관 앞 공터에서 사진을 찍으려고 합니다. 어디에 있나요?
중앙도서관 앞에 있는 공터의 정확한 위치를 알려주세요.
중앙도서관 앞 공터에서 소포를 받으려고 합니다. 여기는 어디인가요?
중앙도서관 앞에 있는 공터로 가주세요.
중앙도서관 앞 공터에서 손님을 기다리고 있습니다. 여기는 어디인가요?
중앙도서관에 있는 공터에서 행사를 진행합니다.
중앙도서관에 있는 공터에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
중앙도서관에 있는 공터은 어디를 말하는건가요?
중앙도서관에 근처 공터로 모여주세요.ㅁ",
공간4,목재응용과학과 학생회실,"목재응용과학과 학생회실은 농대 안에 있습니다. 
목재응용과학과의 학생회실은 농대 4호관 뒤에 있습니다. 
목재응용과학과 학생들의 학생회실로, 작은 컨테이너 같은 건물입니다. 
목재응용과학과 학생회실은 목재응용학과 강의실과 다른 건물에 있습니다.","35.848755, 127.135684","목재응용학과 학생회실로 음식을 배달해주세요.
목재응용학과 학생회실 앞에서 친구를 만나려고 합니다. 어디에 있나요?
목재응용학과 학생회실의 정확한 위치를 알려주세요.
목재응용학과 학생회실에서 소포를 받으려고 합니다. 여기는 어디인가요?
목재응용학과 학생회실로 가주세요.
목재응용학과 학생회실 근처에서 손님을 기다리고 있습니다. 여기는 어디인가요?
컨테이너처럼 생긴 목재응용학과 학생회실로 와주세요.
목재응용학과 학생회실에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
목재응용학과 학생회실에서 행사를 진행합니다.
목재응용학과 학생회실 건물로 모여주세요.",
공간5,농대(농생대) 캠퍼스 텃밭과 중앙도서관 사이 농구골대가 있는 공터,"농대(농생대) 캠퍼스 텃밭과 중앙도서관 사이에 농구골대가 있는 공터가 있습니다. 
중앙도서관과 농대(농생대) 캠퍼스 텃밭 사이의 농구골대가 있는 공터는 사용하고 있지 않습니다. 
농대(농생대) 캠퍼스 텃밭과 중앙도서관 사이 공터의 농구골대가 있는 공터에는 지름길들이 있습니다. 
중앙도서관 인근과 농대(농생대) 캠퍼스 텃밭 사이에 있는 농구골대가 설치된 공터 근처에 원형 건물이 있습니다.","35.849149, 127.129922","농생대 캠퍼스 텃밭과 중앙도서관 사이 농구골대가 있는 공터로 음식을 배달해주세요.
캠퍼스 텃밭과 중앙도서관 사이 농구골대가 있는 공터 앞에서 친구를 만나려고 합니다. 어디에 있나요?
캠퍼스 텃밭과 중앙도서관 사이 농구골대가 있는 공터의 정확한 위치를 알려주세요.
농대 캠퍼스 텃밭과 중앙도서관 사이 농구골대가 있는 공터에서 물건을 받으려고 합니다. 여기는 어디인가요?
농대 텃밭과 중앙도서관 사이 농구골대가 있는 공터 학생회실로 가주세요.
농대 캠퍼스 텃밭과 중앙도서관 사이에 있는 공터 근처에서 손님을 기다리고 있습니다. 여기는 어디인가요?
농대 캠퍼스 텃밭과 중앙도서관 사이 농구골대가 있는 공터로 와주세요.
농대 캠퍼스 텃밭과 중앙도서관 사이 농구골대가 있는 공터에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
농대 캠퍼스 텃밭과 중앙도서관 사이에 있는 공터에서 행사를 진행합니다.
농대 캠퍼스 텃밭과 중앙도서관 근처 농구골대가 있는 곳으로 모여주세요.",
공간6,캠퍼스 텃밭1 쉼터,"캠퍼스 텃밭1 옆에 쉼터가 있습니다. 
캠퍼스 텃밭1의 쉼터에서 종종 작물들을 팝니다. 
캠퍼스 텃밭1의 쉼터는 농대와 가깝습니다. 
캠퍼스 텃밭1 쉼터는 수도작실습포장 옆에 있습니다.","35.849993, 127.130197","캠퍼스 텃밭1 옆 쉼터로 음식을 배달해 주실 수 있나요?
캠퍼스 텃밭1으로 배달해주세요.
캠퍼스 텃밭1 쉼터가 농대와 가까운데, 그곳은 어디에 있나요?
수도작실습포장을 지나서 캠퍼스 텃밭1을 가려는데 어디인가요?
캠퍼스 텃밭1 쉼터에서 친구를 만나기로 했습니다. 그곳은 어디인가요?
캠퍼스 텃밭1 쉼터로 큰 소포를 배달하려고 하는데, 정확한 위치를 알려주실 수 있나요?
캠퍼스 텃밭1 쉼터에서 만나요.
캠퍼스 텃밭1 쉼터 근처에서 손님을 기다리고 있습니다. 위치를 제공해주세요.
캠퍼스 텃밭1 쉼터에 와주세요.
캠퍼스 텃밭1 쉼터에서 만날 예정인데, 그곳이 어디인지 알려주세요.",
공간7,캠퍼스 텃밭2 쉼터,"캠퍼스 텃밭2 옆에 쉼터가 있습니다. 
캠퍼스 텃밭2의 쉼터에서 종종 작물들을 팝니다. 
캠퍼스 텃밭2의 쉼터는 비닐하우스 단지 옆에 있습니다. 
캠퍼스 텃밭2 쉼터는 전작실습포장 근처에 있습니다.","35.849699, 127.129095","캠퍼스 텃밭2 옆 쉼터로 음식을 배달해 주실 수 있나요?
캠퍼스 텃밭2으로 배달해주세요.
비닐하우스 단지 옆 캠퍼스 텃밭2는, 그곳은 어디에 있나요?
전작실습포장 근처에 있는 캠퍼스 텃밭2를 가려는데 어디인가요?
캠퍼스 텃밭2 쉼터에서 친구를 만나기로 했습니다. 그곳은 어디인가요?
캠퍼스 텃밭2 쉼터로 큰 소포를 배달하려고 하는데, 정확한 위치를 알려주실 수 있나요?
캠퍼스 텃밭2 쉼터에서 만나요.
캠퍼스 텃밭2 쉼터 근처에서 손님을 기다리고 있습니다. 위치를 제공해주세요.
캠퍼스 텃밭2 쉼터에 와주세요.
캠퍼스 텃밭2 쉼터에서 만날 예정인데, 그곳이 어디인지 알려주세요.",
공간8,농대(농생대) 실습장 공터,"농대(농생대) 실습장에 사용하지 않는 공터가 있습니다. 
농대(농생대) 실습장 옆 공터는 농대 부속농장 가장 끝에 있습니다. 
농대(농생대) 실습장 근처 공터는 부속농장에서 전혀 개발이 되지 않은 장소입니다. 
농대(농생대) 실습장 바로 옆에 위치한 공터는 학교 외곽에 위치해있습니다.","35.851084, 127.131568","농대(농생대) 실습장 내 사용되지 않는 공터로 배송해주세요.
농대 부속농장 가장 끝에 위치한 농대(농생대) 실습장 옆에 있는 공터의 위치는?
농대(농생대) 실습장 근처 공터가 부속농장에서 개발되지 않은 장소인데, 정확히 어디에 있나요?
농대 실습장 바로 옆에 위치한 학교 외곽 공터로 와주세요.
농대 실습장 공터에서 행사를 할 예정입니다.
농대 실습장 근처 공터의 정확한 위치 정보가 필요합니다.
농대 실습장 내의 공터는 어디에 있나요?
농대(농생대) 실습장 공터의 위치를 알려주세요.
농대(농생대) 실습장 공터 주변에 위치한 건물으로 배달부탁드려요.
농대(농생대) 실습장 공터에서 작물들을 팔고있으니 사러와주세요.",
공간9,원예실습포장 건물,"원예실습포장에 위치한 건물은 학생들이 다양한 원예 실습을 진행하는 장소입니다. 
원예실습포장 농대 부속농장에 있습니다. 
부속농장 비닐하우스 단지 주변에 원예실습포장 건물이 있습니다. 
원예실습포장 건물은 교직원들이 사용합니다.","35.851065, 127.130626","원예실습포장이 위치한 이곳에 음식 배달을 부탁드려요.
원예실습포장은 농대 부속농장 어디에 있나요?
부속농장 비닐하우스 단지 주변에 있는 원예실습포장 건물의 정확한 위치를 알려주세요.
원예실습포장 건물로 와주세요.
원예실습포장에서 학생들이 원예 실습을 주로 진행하는 곳이 있나요?
원예실습포장 농대 부속농장에 농산물을 판매하고 있습니다. 다들 확인해주세요.
원예실습포장 건물로 배달해주세요.
원예실습포장 건물은 어디에 있나요?
원예실습포장 건물에 대한 위치 정보를 알 수 있을까요?
원예실습포장 농대 부속농장 주변에 있는 원예 관련 행사에 대한 정보를 알려주세요.",
공간9,농대(농생대) 실습장 공터 근처 건물,"농대(농생대) 실습장 공터 근처에 건물이 있습니다.
 농대(농생대) 실습장 공터 인접한 건물에서는 다양한 농업 관련 업무를 봅니다. 
농대(농생대) 실습장 공터 바로 옆 건물은 농대 부속농장에 있습니다. 
농대(농생대) 실습장 공터 근처의 건물에서 훈산건지하우스가 보입니다.","35.851065, 127.130626","농대 부속농장에 있는 건물로 배달해주세요.
농대(농생대) 실습장 공터 인접한 건물에서 농업 관련 업무를 하러 가야합니다.
농대(농생대) 실습장 공터 바로 옆 건물에서 물건을 배달받고 싶습니다.
농생대 부속농장 근처 건물에서 행사를 진행합니다.
농대(농생대) 실습장 공터 근처에 훈산건지하우스가 보이는 건물은 어디인가요?
농대 실습장 공터 근처 건물에서 모일건데 위치가 어디인가요?
농대(농생대) 실습장 공터 인접한 건물에 배달해주세요.
농대 부속농장 근처에 건물이 있나요?
농대(농생대) 실습장 공터 근처 건물은 어디인가요?
농생대 실습장 공터 인접한 건물에 대한 정보를 주세요.",
교내상가1,공대(공과대학) 편의점,"공대(공과대학) 편의점은 공대 1호관 뒤편에 있습니다. 
공대(공과대학) 건물 내에 위치한 편의점 옆에는 인쇄소가 있습니다. 
공대(공과대학) 편의점 앞에 벤치가 많습니다. 
공대(공과대학) 인근에 있는 편의점에서는 학생들이 모여 간단한 식사를 즐깁니다.","35.8466, 127.1325","공과대학 편의점에서 음식 배달해주세요.
공대 건물 내 편의점으로 물건을 주문했습니다
공대 1호관 뒤 편의점 인근에 인쇄소가 있는데 참고해서 공대 편의점으로 와주세요.
공대 편의점 앞 벤치에서 모임을 갖고 싶은데, 와주실 수 있나요?
공대(공과대학) 편의점은 어디있어?
편의점 앞 벤치에서 친구를 만나려는데 공대 편의점은 어디있어?
공대 편의점은 어디인가요? 배달 시 참고하려고 합니다.
공대 1호관 뒤쪽에 있는 편의점으로 와주세요.
공대 1호관 편의점은 어디인가요?
공대 편의점에서 행사를 진행합니다.",